evo-volume,eco,name,pgn,uci,epd,epdhash
,B01,"Scandinavian Defense: Portuguese Gambit, Wuss Variation",1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. Be2,e2e4 d7d5 e4d5 g8f6 d2d4 c8g4 f1e2,rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PPP1BPPP/RNBQK1NR b KQkq -,a482e378e6e2d97f7ce43868e9a5a5c2
,D05,Queen's Pawn Game: Zukertort Variation,1. d4 d5 2. Nf3 c5 3. e3 Nf6 4. Nbd2 e6 5. b3,d2d4 d7d5 g1f3 c7c5 e2e3 g8f6 b1d2 e7e6 b2b3,rnbqkb1r/pp2pppp/5n2/2pp4/3P4/4PN2/PPPN1PPP/R1BQKB1R b KQkq -,800abd7379ecdd840032523be0cedc6e
,A28,"English Opening: King's English Variation, Four Knights Variation, Flexible Line",1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d3,c2c4 e7e5 b1c3 g8f6 g1f3 b8c6 d2d3,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2NP1N2/PP2PPPP/R1BQKB1R b KQkq -,86289b178d843c3a3b61220450495bc7
,E20,Nimzo-Indian Defense: Mikenas Attack,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qd3,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1d3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2NQ4/PP2PPPP/R1B1KBNR b KQkq -,cb96ff6dbf3e4bc84f7f30978358b0e5
,E20,Nimzo-Indian Defense: Romanishin Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. g3,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 g2g3,rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N3P1/PP2PP1P/R1BQKBNR b KQkq -,826d4ee58937bc84c607f95875efcc81
,A54,Old Indian Defense: Two Knights Variation,1. d4 Nf6 2. c4 d6 3. Nc3 e5 4. Nf3,d2d4 g8f6 c2c4 d7d6 b1c3 e7e5 g1f3,rnbqkb1r/ppp2ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -,7093778700a4863f4c9676f47cf05fc5
,C44,Scotch Game: Napoleon Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 exd4 5. Bc4,e2e4 e7e5 g1f3 b8c6 d2d4 c6d4 f3d4 e5d4 f1c4,r1bqkbnr/pppp1ppp/8/4p3/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -,ad858d97081edd1871c317df653f42b2
,D05,Rubinstein Opening: Semi-Slav Defense,1. d4 d5 2. Nf3 Nf6 3. e3 e6 4. Bd3 Bd6 5. O-O O-O 6. b3 Nbd7 7. Bb2 c6,d2d4 d7d5 g1f3 g8f6 e2e3 e7e6 f1d3 f8d6 e1g1 e8g8 b2b3 b8d7 c1b2 c7c6,rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/3BPN2/PPP2PPP/RNBQK2R b KQkq -,e349c3873024cee940a90a9237087d10
,A10,English Opening: Porcupine Variation,1. c4 f5 2. Nc3 Nf6 3. e4 fxe4 4. g4,c2c4 f7f5 b1c3 g8f6 e2e4 f5e4 g2g4,rnbqkb1r/ppppp1pp/5n2/8/2P1p1P1/2N5/PP1P1P1P/R1BQKBNR b KQkq -,1b7f5b3bb0d640eb9029555fa625ea35
,B06,"Modern Defense: Norwegian Defense, Norwegian Gambit",1. e4 g6 2. d4 Nf6 3. e5 Nh5 4. Be2 d6,e2e4 g7g6 d2d4 g8f6 e4e5 f6h5 f1e2 d7d6,rnbqkb1r/pppppp1p/6p1/4P2n/3P4/8/PPP1BPPP/RNBQK1NR b KQkq -,c15526dcf94dab6140db1950f92b3a64
,D00,"Blackmar-Diemer Gambit: von Popiel Gambit, Zilbermints Variation",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. Bxf6 exf6 6. g4 Bg6 7. Qe2 Bb4 8. Qb5+,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 c1g5 c8f5 g5f6 e7f6 g2g4 f5g6 d1e2 f8b4 e2b5,rnbqkb1r/ppp1pppp/5n2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR b KQkq -,690895cc5701ff054aa9669eb6f95215
,C44,Scotch Game: Relfsson Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bb5,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1b5,r1bqkbnr/pppp1ppp/2n5/1B6/3pP3/5N2/PPP2PPP/RNBQK2R b KQkq -,1c1a7fcd8cc692826e689f6dcfe9b16c
,A03,Bird Opening: Williams Gambit,1. f4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Qe2,f2f4 d7d5 e2e4 d5e4 b1c3 g8f6 d1e2,rnbqkb1r/ppp1pppp/5n2/8/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq -,05e95c1494ef60b64336f4cf8356bb02
,B23,"Sicilian Defense: Grand Prix Attack, Schofman Variation",1. e4 c5 2. Nc3 Nc6 3. f4 g6 4. Nf3 Bg7 5. Bc4 e6 6. f5,e2e4 c7c5 b1c3 b8c6 f2f4 g7g6 g1f3 f8g7 f1c4 e7e6 f4f5,r1bqkbnr/pp1ppp1p/2n3p1/2p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R b KQkq -,25f594b43831f1826e5b0b3c52d5325d
,C00,French Defense: Wing Gambit,1. e4 e6 2. Nf3 d5 3. e5 c5 4. b4,e2e4 e7e6 g1f3 d7d5 e4e5 c7c5 b2b4,rnbqkbnr/pp3ppp/4p3/2ppP3/1P6/5N2/P1PP1PPP/RNBQKB1R b KQkq -,e546527907a67811e6678c64b13f554b
,C25,"Vienna Gambit, with Max Lange Defense: Quelle Gambit",1. e4 e5 2. Nc3 Nc6 3. f4 Bc5 4. fxe5 d6,e2e4 e7e5 b1c3 b8c6 f2f4 f8c5 f4e5 d7d6,r1bqk1nr/pppp1ppp/2n5/2b1P3/4P3/2N5/PPPP2PP/R1BQKBNR b KQkq -,c09e416e23af6bdc2c7e197328cb60ed
,C01,French Defense: Exchange Variation,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nf3,e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 g1f3,rnbqkbnr/ppp2ppp/8/3p4/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq -,7979dfde0e01970c1dd9d42e3e44dded
,B21,Sicilian Defense: Coles Sicilian Gambit,1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd1 Nf6 5. Bc4,e2e4 c7c5 d2d4 c5d4 d1d4 b8c6 d4d1 g8f6 f1c4,r1bqkbnr/pp1ppppp/2n5/8/4P3/8/PPP2PPP/RNBQKBNR b KQkq -,2cbef3afafe93109860e16790126bee8
,C42,"Petrov's Defense: Damiano Variation, Kholmov Gambit",1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nxe4 4. Qe2 Qe7,e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7,rnbqkb1r/pppp1ppp/8/4N3/4n3/8/PPPPQPPP/RNB1KB1R b KQkq -,d1537b5187c2a2bb4c6708f7349a1a8c
,A00,Kádas Opening: Kádas Gambit,1. h4 d5 2. d4 c5 3. Nf3 cxd4 4. c3,h2h4 d7d5 d2d4 c7c5 g1f3 c5d4 c2c3,rnbqkbnr/pp2pppp/8/3p4/3p3P/2P2N2/PP2PPP1/RNBQKB1R b KQkq -,3f194ab190fb46dcc6e647872f8eabd6
,C42,Petrov's Defense: Karklins-Martinovsky Variation,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nd3,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5d3,rnbqkb1r/ppp2ppp/3p1n2/8/4P3/3N4/PPPP1PPP/RNBQKB1R b KQkq -,b5db38c3da02f00268e2c84d98e9a2d3
,C02,"French Defense: Advance Variation, Steinitz Variation",1. e4 e6 2. d4 d5 3. e5 c5 4. dxc5,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 d4c5,rnbqkbnr/pp3ppp/4p3/2PpP3/8/8/PPP2PPP/RNBQKBNR b KQkq -,12e4bd9a8653c523968016dc4427f5ce
,C42,Petrov's Defense: Moody Gambit,1. e4 e5 2. Nf3 Nf6 3. Qe2 Nc6 4. d4,e2e4 e7e5 g1f3 g8f6 d1e2 b8c6 d2d4,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1QPPP/RNB1KB1R b KQkq -,88ecff35967fd377b6427ece6547792b
,C42,Petrov's Defense: Paulsen Attack,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nc4,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5c4,rnbqkb1r/ppp2ppp/3p1n2/8/2N1P3/8/PPPP1PPP/RNBQKB1R b KQkq -,308c83d987c5706717c0a24149b2f9f7
,B22,Sicilian Defense: Delayed Alapin Variation,1. e4 c5 2. Nf3 e6 3. c3 d5 4. exd5 Qxd5 5. d4 Nf6,e2e4 c7c5 g1f3 e7e6 c2c3 d7d5 e4d5 d8d5 d2d4 g8f6,rnbqkbnr/pp3ppp/4p3/2pP4/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq -,6d85e2844008a8b31edea0ffe0494b06
,A41,"Zukertort Opening: Wade Defense, Chigorin Plan",1. d4 d6 2. Nf3 Bg4 3. c4 Nd7 4. Qb3 Rb8,d2d4 d7d6 g1f3 c8g4 c2c4 b8d7 d1b3 a8b8,r2qkbnr/pppnpppp/3p4/8/2PP2b1/1Q3N2/PP2PPPP/RNB1KB1R b KQkq -,9fc642b50cc81a660c0cd1acfccede7f
,C22,Center Game: Hall Variation,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4,e2e4 e7e5 d2d4 e5d4 d1d4 b8c6 d4c4,r1bqkbnr/pppp1ppp/2n5/8/2Q1P3/8/PPP2PPP/RNB1KBNR b KQkq -,f9b6e97899b79d425c7b9ff173c3dc86
,C01,"French Defense: Exchange Variation, Monte Carlo Variation",1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4,e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 c2c4,rnbqkbnr/ppp2ppp/8/3p4/2PP4/8/PP3PPP/RNBQKBNR b KQkq -,5c66d30d4bae39ac5666a158409f4933
,A00,Polish Opening: Schuehler Gambit,1. b4 c6 2. Bb2 a5 3. b5 cxb5 4. e4,b2b4 c7c6 c1b2 a7a5 b4b5 c6b5 e2e4,rnbqkbnr/1p1ppppp/8/pp6/4P3/8/PBPP1PPP/RN1QKBNR b KQkq -,a97e6b7335d349fdb357a01762ee9da1
,C33,"King's Gambit Accepted: Lopez-Gianutio Countergambit, Hein Variation",1. e4 e5 2. f4 exf4 3. Bc4 f5 4. Qe2 Qh4+ 5. Kd1 fxe4 6. Nc3 Kd8,e2e4 e7e5 f2f4 e5f4 f1c4 f7f5 d1e2 d8h4 e1d1 f5e4 b1c3 e8d8,rnbqkbnr/pppp2pp/8/5p2/2B1Pp2/8/PPPPQ1PP/RNB1K1NR b KQkq -,c1d8148374520fac7465979c9b2c4f87
,D06,"Queen's Gambit Declined: Baltic Defense, Argentinian Gambit",1. d4 d5 2. c4 Bf5 3. cxd5 Bxb1 4. Qa4+ c6 5. dxc6 Nxc6,d2d4 d7d5 c2c4 c8f5 c4d5 f5b1 d1a4 c7c6 d5c6 b8c6,rn1qkbnr/ppp1pppp/8/3P4/Q2P4/8/PP2PPPP/RbB1KBNR b KQkq -,18c46a69f33845536d5f141e53329649
,A00,Hungarian Opening: Winterberg Gambit,1. g3 d5 2. Bg2 e5 3. c4 dxc4 4. b3,g2g3 d7d5 f1g2 e7e5 c2c4 d5c4 b2b3,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq -,aeae51e529a53890dcfad2ae9953cb0a
,B02,"Alekhine Defense: Two Pawns Attack, Tate Variation",1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. a4,e2e4 g8f6 e4e5 f6d5 c2c4 d5b6 a2a4,rnbqkb1r/pppppppp/1n6/4P3/P1P5/8/1P1P1PPP/RNBQKBNR b KQkq -,61b9a749bbe09f54ae373a86ff7a63c0
,B21,"Sicilian Defense: Morphy Gambit, Andreaschek Gambit",1. e4 c5 2. d4 cxd4 3. Nf3 e5 4. c3,e2e4 c7c5 d2d4 c5d4 g1f3 e7e5 c2c3,rnbqkbnr/pp1p1ppp/8/4p3/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -,ae7a38857040f9dd4393bba69c4b516c
,D06,"Queen's Gambit Declined: Austrian Defense, Haberditz Variation",1. d4 d5 2. c4 c5 3. cxd5 Nf6 4. e4 Nxe4 5. dxc5 Qa5+,d2d4 d7d5 c2c4 c7c5 c4d5 g8f6 e2e4 f6e4 d4c5 d8a5,rnbqkb1r/pp2pppp/5n2/2pP4/3PP3/8/PP3PPP/RNBQKBNR b KQkq -,7d04b91a116f5c5f110467ff3dce08d7
,D16,Slav Defense: Soultanbeieff Variation,1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 e6,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 e7e6,rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,f1a81d5c9c8c863c94f0da1367dd2f8c
,E72,"King's Indian Defense: Normal Variation, Deferred Fianchetto",1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. g3,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 g2g3,rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -,a4880b5a55a58cb1430684e09cdc9c60
,D63,"Queen's Gambit Declined: Orthodox Defense, Pillsbury Variation",1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1 b6 8. cxd5 exd5 9. Bd3,d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c1g5 f8e7 e2e3 e8g8 g1f3 b8d7 a1c1 b7b6 c4d5 e6d5 f1d3,rnbqk2r/ppp1bppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq -,6c0cb0042663f0bc010ad7363182d376
,C90,"Ruy Lopez: Closed, Lutikov Variation",1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. Bc2,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 d7d6 c2c3 e8g8 b3c2,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,ade5c1e9ac87a11ad00d54d6a741c491
,E17,"Queen's Indian Defense: Classical Variation, Taimanov Gambit",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. d5 exd5 8. Nd4,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 d4d5 e6d5 f3d4,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -,aadf56903890e058a78ca50839d3a62b
,D31,"Semi-Slav Defense: Marshall Gambit, Forgotten Variation",1. d4 d5 2. c4 e6 3. Nc3 c6 4. e4 dxe4 5. Nxe4 Bb4+ 6. Nc3,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 c3e4 f8b4 e4c3,rnbqkbnr/pp3ppp/2p1p3/8/2PPp3/2N5/PP3PPP/R1BQKBNR w KQkq -,1f2a603e621852fdd3f4c2108d7f7200
,E33,"Nimzo-Indian Defense: Classical Variation, Zurich Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1c2 b8c6,r1bqk2r/pppp1ppp/2n1pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq -,40d593d174220d4ccd14df2cffc52fe0
,E46,Nimzo-Indian Defense: Normal Variation,1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ -,3400925103aaf91f65c68050e390b334
,D20,"Queen's Gambit Accepted: Old Variation, Billinger Gambit",1. d4 d5 2. c4 dxc4 3. e3 e5 4. Bxc4 exd4 5. Qb3 Qe7 6. a3,d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 a2a3,rnbqkbnr/ppp2ppp/8/8/2Bp4/4P3/PP3PPP/RNBQK1NR w KQkq -,b569ac0b996af3e46288a4d5f3b4617c
,D75,Neo-Grünfeld Defense: Delayed Exchange Variation,1. d4 Nf6 2. Nf3 g6 3. c4 Bg7 4. g3 O-O 5. Bg2 d5 6. cxd5 Nxd5 7. O-O c5 8. dxc5,d2d4 g8f6 g1f3 g7g6 c2c4 f8g7 g2g3 e8g8 f1g2 d7d5 c4d5 f6d5 e1g1 c7c5 d4c5,rnbq1rk1/ppppppbp/5np1/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQ -,278b00584ab9e21f907639c7dd35358a
,D35,"Queen's Gambit Declined: Exchange Variation, Chameleon Variation",1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. cxd5 exd5 5. Bg5 Be7 6. e3 O-O 7. Bd3 Nbd7 8. Qc2 Re8 9. Nge2 Nf8 10. O-O-O,d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5 f8e7 e2e3 e8g8 f1d3 b8d7 d1c2 f8e8 g1e2 d7f8 e1c1,rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq -,ad6995958c04c215ce5a3cfbd5674136
,E15,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Nimzowitsch Attack",1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Ba6 5. Qa4,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 d1a4,rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -,7a1b0876a1b3d5a76fd063bd4e04d4ba
,D20,"Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit",1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 b5,d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 b7b5,rnbqkbnr/p3pppp/8/1ppP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq -,43728756a667cad24ea60b71604887d7
,E32,"Nimzo-Indian Defense: Classical Variation, Vitolins-Adorjan Gambit",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b5,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1c2 e8g8 a2a3 b4c3 c2c3 b7b5,rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQ -,92e24278cafd4049d7f037326f9f84bf
,D34,"Tarrasch Defense: Classical Variation, Bogoljubow Variation",1. d4 Nf6 2. c4 e6 3. Nc3 c5 4. Nf3 d5 5. cxd5 exd5 6. g3 Nc6 7. Bg2 Be7 8. O-O O-O 9. Bg5 Be6 10. Rc1 c4,d2d4 g8f6 c2c4 e7e6 b1c3 c7c5 g1f3 d7d5 c4d5 e6d5 g2g3 b8c6 f1g2 f8e7 e1g1 e8g8 c1g5 c8e6 a1c1 c5c4,rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,6c53214c791a6527db01b308d6da1065
,D37,Queen's Gambit Declined: Harrwitz Attack,1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Be7 5. Bf4,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4,rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,171523e4de5d1312376e4c705db5fa69
,D00,Blackmar-Diemer Gambit Declined: Vienna Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 Bf5,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 c8f5,rn1qkb1r/ppp1pppp/5n2/5b2/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq -,e4e9dfac655b4334fd3dbc4e6115aa62
,D34,"Tarrasch Defense: Classical Variation, Chandler Variation",1. d4 d5 2. c4 e6 3. Nc3 c5 4. cxd5 exd5 5. Nf3 Nc6 6. g3 Nf6 7. Bg2 Be7 8. O-O O-O 9. Bg5 cxd4 10. Nxd4 h6 11. Be3 Re8 12. Rc1 Be6,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 h7h6 g5e3 f8e8 a1c1 c8e6,rnbqkbnr/pp3ppp/8/2pp4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq -,c52b4ac63ffe32ba79313095b42bd45e
,D44,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation",1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4 6. e4 b5 7. e5 h6 8. Bh4 g5 9. Nxg5 hxg5 10. Bxg5 Nbd7 11. g3,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 h6g5 h4g5 b8d7 g2g3,rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,79115f106e931c56c887ddaebe1ff289
,D97,"Grünfeld Defense: Russian Variation, Prins Variation",1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Nf3 Bg7 5. Qb3 dxc4 6. Qxc4 O-O 7. e4 Na6,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 g1f3 f8g7 d1b3 d5c4 b3c4 e8g8 e2e4 b8a6,rnbqk2r/ppp1ppbp/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,1441637165f390c9c4fe9ca6b7c9570c
,D00,Blackmar-Diemer Gambit Declined: Weinsbach Defense,1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 e6,d2d4 d7d5 e2e4 d5e4 b1c3 g8f6 f2f3 e7e6,rnbqkb1r/ppp2ppp/4pn2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq -,3caa1ae60450f3829b76f97486e1f6ed
,E25,"Nimzo-Indian Defense: Sämisch Variation, Keres Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5 5. a3 Bxc3+ 6. bxc3 c5 7. cxd5 Nxd5 8. dxc5,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 f2f3 d7d5 a2a3 b4c3 b2c3 c7c5 c4d5 f6d5 d4c5,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2P2/PP2P1PP/R1BQKBNR w KQkq -,1082d6fcded4027e387af94c1162e1b6
,D35,"Queen's Gambit Declined: Exchange Variation, Sämisch Variation",1. d4 Nf6 2. c4 e6 3. Nf3 d5 4. Nc3 Nbd7 5. cxd5 exd5 6. Bf4,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7 c4d5 e6d5 c1f4,r1bqkb1r/pppn1ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,89d31a7ea3a6a0b73aeeff2beb46df37
,D80,Grünfeld Defense: Lundin Variation,1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bg5 Ne4 5. Nxe4 dxe4 6. Qd2 c5,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c1g5 f6e4 c3e4 d5e4 d1d2 c7c5,rnbqkb1r/ppp1pp1p/6p1/3p2B1/2PPn3/2N5/PP2PPPP/R2QKBNR w KQkq -,262db1df31a31a78eb8eace0fe7a4896
,D86,"Grünfeld Defense: Exchange Variation, Simagin's Lesser Variation",1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 O-O 8. Ne2 b6,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 f1c4 e8g8 g1e2 b7b6,rnbqkb1r/ppp1pp1p/6p1/3n4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq -,a59026f4c0229e9f41a40821faf5a398
,E61,"King's Indian Defense: Fianchetto Variation, Benjamin Defense",1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. g3 O-O 6. Bg2 c6 7. O-O Qb6,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 g1f3 d7d6 g2g3 e8g8 f1g2 c7c6 e1g1 d8b6,rnbqk2r/ppp1ppbp/3p1np1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -,3cc6e8f22668527b95b5615345a6c1a4
,D20,Queen's Gambit Accepted: Linares Variation,1. d4 d5 2. c4 dxc4 3. e4 c5 4. d5 Nf6 5. Nc3 b5,d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 g8f6 b1c3 b7b5,rnbqkb1r/pp2pppp/5n2/2pP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq -,4d9ca102c3c5e96c961735ff94517757
,E41,"Nimzo-Indian Defense: Rubinstein System, Hübner Variation",1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 c5 5. Bd3 Nc6 6. Nf3 Bxc3+ 7. bxc3 d6 8. O-O O-O,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 e2e3 c7c5 f1d3 b8c6 g1f3 b4c3 b2c3 d7d6 e1g1 e8g8,rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQkq -,2fbe36a4fe45943e2b9126a4e3856c78
,E11,Bogo-Indian Defense: Retreat Variation,1. d4 Nf6 2. c4 e6 3. g3 Bb4+ 4. Bd2 Be7 5. Bg2 d5 6. Nf3,d2d4 g8f6 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 d7d5 g1f3,rnbqk2r/ppppbppp/4pn2/8/2PP4/6P1/PP1BPP1P/RN1QKBNR w KQkq -,f26f26896b6cb9b8abfe017c7735d97e
,E02,Catalan Opening: Open Defense,1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4,d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4,rnbqkb1r/ppp2ppp/4pn2/8/2pP4/6P1/PP2PPBP/RNBQK1NR w KQkq -,2ec57276a03972a3742178e45c30cf7e
